,Sentence_id,Text,Target,Category,Polarity
1504,707917:2,Rao's has the best service and atmosphere in NYC.,atmosphere,AMBIENCE#GENERAL,positive
1505,707917:3,Good luck getting a table.,NULL,RESTAURANT#MISCELLANEOUS,negative
1506,709294:0,My roommate and I LOVE this place.,place,RESTAURANT#GENERAL,positive
1507,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,AMBIENCE#GENERAL,positive
1508,709294:2,Indoor was very cozy and cute.,Indoor,AMBIENCE#GENERAL,positive
1509,709294:3,"The portion sizes here are huge, and the sushi is good.",portion sizes,FOOD#STYLE_OPTIONS,positive
1510,709294:3,"The portion sizes here are huge, and the sushi is good.",sushi,FOOD#QUALITY,positive
1511,709294:5,Staff is very accomodating.,Staff,SERVICE#GENERAL,positive
1512,713152:0,"Excellent dumplings served amid clean, chic decor.",dumplings,FOOD#QUALITY,positive
1513,713152:0,"Excellent dumplings served amid clean, chic decor.",decor,AMBIENCE#GENERAL,positive
1514,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",$10 10-piece dim sum combo,FOOD#QUALITY,positive
1515,713152:2,But $1 for each small piece???,NULL,FOOD#PRICES,negative
1516,713152:3,Not worth it.,NULL,FOOD#PRICES,negative
1517,713152:4,I won't go back unless someone else is footing the bill.,NULL,RESTAURANT#PRICES,negative
1518,717570:1,The decor is very simple but comfortable.,decor,AMBIENCE#GENERAL,positive
1519,717570:2,The food was delicious but do not come here on a empty stomach.,food,FOOD#QUALITY,positive
1520,717570:2,The food was delicious but do not come here on a empty stomach.,food,FOOD#STYLE_OPTIONS,negative
1521,717570:3,The portions are small but being that the food was so good makes up for that.,portions,FOOD#STYLE_OPTIONS,negative
1522,717570:3,The portions are small but being that the food was so good makes up for that.,food,FOOD#QUALITY,positive
1523,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,FOOD#QUALITY,positive
1524,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,FOOD#QUALITY,positive
1525,717570:5,The staff there is very attentive and down to earth.,staff,SERVICE#GENERAL,positive
1526,717570:6,I loved it and would go again.,NULL,RESTAURANT#GENERAL,positive
1527,720418:0,Great Indian food and the service is incredible.,Indian food,FOOD#QUALITY,positive
1528,720418:0,Great Indian food and the service is incredible.,service,SERVICE#GENERAL,positive
1529,720418:1,The owner truly caters to all your needs.,owner,SERVICE#GENERAL,positive
1530,720418:2,"When family came in he gave them apps to test their palets, and then ordered for them.",NULL,SERVICE#GENERAL,positive
1531,720418:3,Everyone was more then happy with his choices.,NULL,SERVICE#GENERAL,positive
1532,720418:4,Great food and the prices are very reasonable.,food,FOOD#QUALITY,positive
1533,720418:4,Great food and the prices are very reasonable.,NULL,RESTAURANT#PRICES,positive
1534,720620:1,The food here does a great service to the name (Cantonese that is...).,food,FOOD#QUALITY,positive
1535,720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,FOOD#QUALITY,positive
1536,720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,FOOD#QUALITY,positive
1537,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,FOOD#QUALITY,positive
1538,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",Ow Ley Soh,FOOD#QUALITY,positive
1539,720620:5,Simply some good tasting Chinese food at incredible prices...,Chinese food,FOOD#QUALITY,positive
1540,720620:5,Simply some good tasting Chinese food at incredible prices...,Chinese food,FOOD#PRICES,positive
1541,720620:6,Service is not what you are coming here for...,Service,SERVICE#GENERAL,negative
1542,720620:8,Big Wong is a great place to eat and fill your stomach.,Big Wong,RESTAURANT#GENERAL,positive
1543,735448:1,"whoever the jazz duo was, they were on POINT.",jazz duo,AMBIENCE#GENERAL,positive
1544,735448:2,"good music, great food, speedy service affordable prices.",music,AMBIENCE#GENERAL,positive
1545,735448:2,"good music, great food, speedy service affordable prices.",food,FOOD#QUALITY,positive
1546,735448:2,"good music, great food, speedy service affordable prices.",service,SERVICE#GENERAL,positive
1547,735448:2,"good music, great food, speedy service affordable prices.",NULL,RESTAURANT#PRICES,positive
1548,735448:3,even the wine by the glass was good.,wine by the glass,DRINKS#QUALITY,positive
1549,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",NULL,LOCATION#GENERAL,negative
1550,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",NULL,RESTAURANT#GENERAL,positive
1551,737999:0,Consistently good Japanese Tapas.,Japanese Tapas,FOOD#QUALITY,positive
1552,737999:2,Always good drinks and service is pretty good;,drinks,DRINKS#QUALITY,positive
1553,737999:2,Always good drinks and service is pretty good;,service,SERVICE#GENERAL,positive
1554,737999:3,Atmosphere is nice and relaxed too...,Atmosphere,AMBIENCE#GENERAL,positive
1555,737999:4,A great place to meet up for some food and drinks...,place,RESTAURANT#MISCELLANEOUS,positive
1556,737999:5,Yakitori (bbq meats) is tasty too.,Yakitori (bbq meats),FOOD#QUALITY,positive
1557,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,FOOD#QUALITY,negative
1558,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",staff,SERVICE#GENERAL,negative
1559,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,RESTAURANT#MISCELLANEOUS,negative
1560,740923:2,Price and quality of fish alone will keep us from making a return visit.,fish,FOOD#PRICES,negative
1561,740923:2,Price and quality of fish alone will keep us from making a return visit.,fish,FOOD#QUALITY,negative
1562,740923:2,Price and quality of fish alone will keep us from making a return visit.,NULL,RESTAURANT#GENERAL,negative
1563,740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,chef,FOOD#QUALITY,negative
1564,740923:4,No thanks!!!,NULL,RESTAURANT#GENERAL,negative
1565,744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",place,RESTAURANT#GENERAL,positive
1566,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",decor,AMBIENCE#GENERAL,positive
1567,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,FOOD#QUALITY,positive
1568,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,FOOD#PRICES,positive
1569,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",staff,SERVICE#GENERAL,positive
1570,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,AMBIENCE#GENERAL,positive
1571,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,LOCATION#GENERAL,positive
1572,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,RESTAURANT#PRICES,positive
1573,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,SERVICE#GENERAL,negative
1574,746254:1,We were then shooed inside.,NULL,SERVICE#GENERAL,negative
1575,746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,SERVICE#GENERAL,negative
1576,746254:3,"We left, never to return.",NULL,RESTAURANT#GENERAL,negative
1577,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,FOOD#PRICES,negative
1578,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,SERVICE#GENERAL,negative
1579,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,SERVICE#GENERAL,negative
1580,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,SERVICE#GENERAL,negative
1581,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,SERVICE#GENERAL,negative
1582,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,FOOD#PRICES,negative
1583,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,FOOD#QUALITY,negative
1584,754495:2,The food is okay and the prices here are mediocre.,food,FOOD#QUALITY,neutral
1585,754495:2,The food is okay and the prices here are mediocre.,NULL,RESTAURANT#PRICES,neutral
1586,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,food,FOOD#QUALITY,positive
1587,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,decor,AMBIENCE#GENERAL,positive
1588,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,Baluchi's,RESTAURANT#PRICES,positive
1589,757762:1,The only problem is that the manager is a complete incompetent.,manager,SERVICE#GENERAL,negative
1590,757762:2,He offers subpar service and has no personality.,service,SERVICE#GENERAL,negative
1591,757762:3,"In fact, it appears he is going to go postal at any moment.",NULL,SERVICE#GENERAL,negative
1592,757762:5,There is no excuse for such lousy service!,service,SERVICE#GENERAL,negative
1593,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,nigiri,FOOD#QUALITY,neutral
1594,758263:2,You can do it here.,NULL,FOOD#STYLE_OPTIONS,positive
1595,758263:3,$20 for all you can eat sushi cannot be beaten.,all you can eat sushi,FOOD#PRICES,positive
1596,759781:0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",Areo,RESTAURANT#GENERAL,positive
1597,759781:2,"Most of the servers are very attentive, friendly and quite attractive.",servers,SERVICE#GENERAL,positive
